Problem [4][41] (-ness (Change) <> Suffix ness changes the last letter of the word.For example: business, readiness, easiness (26 words)
Problem [4][42] (-ful (Change) <> Suffix ful changes the last letter of the word.For example: beautiful (1 words)
Problem [4][43] (-less (Change) <> Suffix less changes the last letter of the word. (0 words)
Problem [4][44] (-er (Change) <> Suffix er changes the last letter of the word.For example: earlier, easier, drier (35 words)
Problem [4][45] (-est (Change) <> Suffix est changes the last letter of the word.For example: driest, busiest, holiest (33 words)
Problem [4][46] (Suffix -ing on words longer than one syllable doubles the last consonant if the the last syllable is stressed (as in submit + ing = submitting) but simply adds if first syllable stressed (as in 'target + ing = 'targeting). (100 words)
Problem [4][47] (Suffix -ed on words longer than one syllable doubles the last consonant if the the last syllable is stressed (as in submit + ed = submitted) but simply adds if first syllable stressed (as in 'target + ed = 'targeted). (100 words)
Problem [4][48] (Suffix 'ation' pronounced as 'eɪʃən' adds to, drops or changes ending of the stem. For example: imagination, information, direction (93 words)
Problem [4][49] (Suffix 'otion' pronounced as 'eɪʃən' adds to, drops or changes ending of the stem. For example: motion, emotion, notion (4 words)
Problem [4][50] (Suffix 'ition' pronounced as 'ɪʃən' adds to, drops or changes ending of the stem. For example: position, addition, competition (16 words)
Problem [4][51] (Suffix 'ution' pronounced as 'uːʃən' adds to, drops or changes ending of the stem. For example: solution, revolution, constitution (11 words)
Problem [4][52] (Suffix 'action' pronounced as 'ækʃən' adds to, drops or changes ending of the stem. For example: satisfaction, interaction, fraction (7 words)
Problem [4][53] (Suffix 'ection' pronounced as 'ekʃən' adds to, drops or changes ending of the stem. For example: election, collection, direction (12 words)
Problem [4][54] (Suffix 'iction' pronounced as 'ɪkʃən' adds to, drops or changes ending of the stem. For example: conviction, addition, prediction (5 words)
Problem [4][55] (Suffix 'uction' pronounced as 'ʌkʃən' adds to, drops or changes ending of the stem. For example: production, construction, instruction (6 words)
Problem [4][56] (Suffix 'ention' pronounced as 'enʃən' adds to, drops or changes ending of the stem. For example: attention, mention, intervention (7 words)
Problem [4][57] (Suffix 'asion' pronounced as 'eɪʒən' changes ending of the stem. For example: invasion, occasion, persuasion (2 words)
Problem [4][58] (Suffix 'usion' pronounced as 'uːʒən' changes ending of the stem. For example: invasion, occasion, persuasion (3 words)
Problem [4][59] (Suffix 'ision' pronounced as 'ɪʒən' changes ending of the stem. For example: decision, television, division (6 words)
Problem [4][60] (Suffix 'osion' pronounced as 'əʊʒən' changes ending of the stem. For example: explosion, erosion, corrosion (1 words)
Problem [4][61] (Suffix 'mission' pronounced as 'mɪʃən' changes ending of the stem. For example: mission, permission, fission (6 words)
Problem [4][62] (Suffix 'ession' pronounced as 'eʃən' changes ending of the stem. For example: expression, session, profession (9 words)
Problem [4][63] (Suffix 'ussion' pronounced as 'ʌʃən' changes ending of the stem. For example: discussion, concussion, percussion (1 words)
Problem [4][64] (Suffix 'version' pronounced as 'vɜːʃən' changes ending of the stem. For example: version, immersion, dispersion (2 words)
Problem [4][65] (Suffix 'ulsion' pronounced as 'ʌlʃən' changes ending of the stem. For example: propulsion, expulsion, emulsion (0 words)
Problem [4][66] (-ous (Add) <> Suffix ous adds to the word with no changes.For example: dangerous (1 words)
Problem [4][67] (-ous (Drop) <> Suffix ous drops the last letter of the stem.For example: famous, ridiculous, nervous (3 words)
Problem [4][68] (-ous (Change) <> Suffix ous changes the last letter of the word.For example: enormous, generous, numerous (6 words)
Problem [4][69] (-tious (Change) <> Suffix tious changes the last letter of the word.For example: ambitious (1 words)
Problem [4][70] (-cious (Change) <> Suffix cious changes the last letter of the word.For example: precious, suspicious, conscious (3 words)
Problem [4][71] (-ious (Change) <> Suffix ious changes the last letter of the word.For example: serious, religious, various (8 words)
Problem [4][72] (Pronounce 'tial' as 'ʃəl'.For example: initials, presidential, initialled (13 words)
Problem [4][73] (Pronounce 'sion' as 'ʒən'.For example: visions, decision's, televisions (32 words)
Problem [4][74] (Pronounce 'sure' as 'ʒə'. (4 words)
Problem [4][75] (Pronounce 'cial' as 'ʃəl'.For example: official, commercial, special (9 words)
Problem [4][76] (Pronounce 'tial' as 'ʃəl'.For example: presidential, initial, potential (8 words)
Problem [4][77] (Pronounce 'ology' as 'ɒlədʒi'.For example: technology (6 words)
Problem [4][78] (Pronounce 'tory' as 'təri'. For example: documentary (5 words)
Problem [4][79] (Suffix 'cian' pronounced as 'ʃən' drops or changes ending of the stem. For example: musician, politician, magician (4 words)
Problem [4][80] (Pronounce 'dual' as 'dʒʊə'. (0 words)
Problem [4][81] (Pronounce 'tual' as 'tʃʊəl'.For example: spiritual (5 words)
Problem [4][82] (Pronounce 'sual' as 'ʒuəl'.For example: visual (1 words)
Problem [4][83] (Pronounce 'ayor' as 'eə'. (0 words)
Problem [4][84] (Pronounce 'ayer' as 'eɪə'.For example: player, gayer, sayer (5 words)
Problem [4][85] (-uous (Change) <> Suffix uous changes the last letter of the word.For example: continuous (1 words)
Problem [4][86] (-or (Add) <> Suffix or adds to the word with no changes. (0 words)
Problem [4][87] (-or (Drop) <> Suffix or drops the last letter of the stem. (0 words)
Problem [4][88] (-able (Add) <> Suffix able adds to the word with no changes.For example: comfortable, suitable, reasonable (9 words)
Problem [4][89] (-able (Drop) <> Suffix able drops the last letter of the stem.For example: comparable (1 words)
Problem [4][90] (-able (Change) <> Suffix able changes the last letter of the word.For example: available, capable, variable (7 words)
Problem [4][91] (-ment (Add) <> Suffix ment adds to the word with no changes.For example: movement, statement, treatment (52 words)
Problem [5][0] (un- <> Add prefix un to the beginning of the word.For example: until, unless, understanding (24 words)
Problem [5][1] (mis- <> Add prefix mis to the beginning of the word.For example: mistake (1 words)
Problem [5][2] (under- <> Add prefix under to the beginning of the word.For example: understand, undergo, undermine (6 words)
Problem [5][3] (over- <> Add prefix over to the beginning of the word.For example: overall, overcome, oversee (6 words)
Problem [5][4] (Pronounce 'pro' as 'prə'.For example: process's, processes, processed (31 words)
Problem [5][5] (Pronounce 'pre' as 'prɪ'.For example: predicted, pretty, preserving (14 words)
Problem [5][6] (Prefix adis a common pattern in words like: admit, adopt, administration. When you chop off this prefix, you don't get a new word. (25 words)
Problem [5][7] (Prefix abbis a common pattern. When you chop off this prefix, you don't get a new word. (0 words)
Problem [5][8] (Prefix accis a common pattern in words like: accept, according, access. When you chop off this prefix, you don't get a new word. (21 words)
Problem [5][9] (Prefix affis a common pattern in words like: affect, affair, afford. When you chop off this prefix, you don't get a new word. (3 words)
Problem [5][10] (Prefix aggis a common pattern in words like: aggressive, aggression. When you chop off this prefix, you don't get a new word. (2 words)
Problem [5][11] (Prefix allis a common pattern in words like: allow, ally, alley. When you chop off this prefix, you don't get a new word. (7 words)
Problem [5][12] (Prefix annis a common pattern in words like: annual, announce, annually. When you chop off this prefix, you don't get a new word. (5 words)
Problem [5][13] (Prefix appis a common pattern in words like: appear, apply, approach. When you chop off this prefix, you don't get a new word. (16 words)
Problem [5][14] (Prefix arris a common pattern in words like: arrive, arrest, arrange. When you chop off this prefix, you don't get a new word. (6 words)
Problem [5][15] (Prefix assis a common pattern in words like: asset, assume, assess. When you chop off this prefix, you don't get a new word. (17 words)
Problem [5][16] (Prefix attis a common pattern in words like: attack, attention, attend. When you chop off this prefix, you don't get a new word. (12 words)
Problem [5][17] (Prefix conis a common pattern in words like: control, concern, contain. When you chop off this prefix, you don't get a new word. (93 words)
Problem [5][18] (Prefix collis a common pattern in words like: college, collect, colleague. When you chop off this prefix, you don't get a new word. (8 words)
Problem [5][19] (Prefix corris a common pattern in words like: correct, correspondent, corridor. When you chop off this prefix, you don't get a new word. (6 words)
Problem [5][20] (Prefix commis a common pattern in words like: common, community, commercial. When you chop off this prefix, you don't get a new word. (15 words)
Problem [5][21] (Prefix inis a common pattern in words like: include, index, indeed. When you chop off this prefix, you don't get a new word. (97 words)
Problem [5][22] (Prefix illis a common pattern in words like: illegal, illness, illustrate. When you chop off this prefix, you don't get a new word. (4 words)
Problem [5][23] (Prefix immis a common pattern in words like: immediately, immigrant, immediate. When you chop off this prefix, you don't get a new word. (5 words)
Problem [5][24] (Prefix irris a common pattern. When you chop off this prefix, you don't get a new word. (0 words)
Problem [5][25] (Prefix imis a common pattern in words like: imply, impact, improve. When you chop off this prefix, you don't get a new word. (24 words)
Problem [5][26] (Prefix iris a common pattern in words like: irony, ironically. When you chop off this prefix, you don't get a new word. (2 words)
Problem [5][27] (Prefix subis a common pattern in words like: subject, substance, substantial. When you chop off this prefix, you don't get a new word. (9 words)
Problem [5][28] (Prefix succis a common pattern in words like: success, successful, succeed. When you chop off this prefix, you don't get a new word. (3 words)
Problem [5][29] (Prefix suffis a common pattern in words like: suffer, sufficient. When you chop off this prefix, you don't get a new word. (2 words)
Problem [5][30] (Prefix suggis a common pattern in words like: suggest, suggestion. When you chop off this prefix, you don't get a new word. (2 words)
Problem [5][31] (Prefix suppis a common pattern in words like: support, supply, suppose. When you chop off this prefix, you don't get a new word. (6 words)
Problem [5][32] (Prefix summis a common pattern in words like: summit, summary. When you chop off this prefix, you don't get a new word. (2 words)
Problem [5][33] (Prefix surris a common pattern in words like: surround, surrounding. When you chop off this prefix, you don't get a new word. (2 words)
Problem [5][34] (Prefix disis a common pattern in words like: disease, discuss, discover. When you chop off this prefix, you don't get a new word. (35 words)
Problem [5][35] (Prefix diffis a common pattern in words like: different, difficult, difference. When you chop off this prefix, you don't get a new word. (6 words)
Problem [5][36] (Prefix obis a common pattern in words like: object, obtain, observe. When you chop off this prefix, you don't get a new word. (11 words)
Problem [5][37] (Prefix offis a common pattern in words like: office, officer, official. When you chop off this prefix, you don't get a new word. (8 words)
Problem [5][38] (Prefix oppis a common pattern in words like: opportunity, oppose, opposition. When you chop off this prefix, you don't get a new word. (6 words)
Problem [5][39] (Prefix occis a common pattern in words like: occur, occupy, occasion. When you chop off this prefix, you don't get a new word. (5 words)
Problem [5][40] (Prefix exis a common pattern in words like: expect, exist, extra. When you chop off this prefix, you don't get a new word. (64 words)
Problem [5][41] (Prefix effis a common pattern in words like: effect, effort, effective. When you chop off this prefix, you don't get a new word. (7 words)
Problem [6][0] ('n' and 'h' can be confused (16 words)
Problem [6][1] ('a' and 'o' can be confused (100 words)
Problem [6][2] ( 'r' and 't' can be confused (78 words)
Problem [6][3] ( 'm' and 'n' can be confused (22 words)
Problem [6][4] ( 'm' and 'h' can be confused (27 words)
Problem [6][5] ( 'b' and 'd' can be confused (21 words)
Problem [6][6] ( 'l' and 'r' can be confused (87 words)
Problem [6][7] ( 'b' and 'g' can be confused (25 words)
Problem [6][8] ( 'd' and 'g' can be confused (23 words)
Problem [6][9] ( 't' and 'f' can be confused (30 words)
Problem [6][10] ( 'r' and 'f' can be confused (32 words)
Problem [6][11] ( 'b' and 'q' can be confused (1 words)
Problem [6][12] ( 'd' and 'q' can be confused (0 words)
Problem [6][13] ( 'q' and 'g' can be confused (2 words)
Problem [6][14] ( 'k' and 'x' can be confused (2 words)
Found 412 lists with 0 words

